,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
10245,2 punti segnato,,Payton Terrell Willis,made,440,440,885.0,364.0,3
10246,2 punti sbagliato,,Rayjon Tucker,missed,459,459,825.0,616.0,3
10247,2 punti segnato,Charlie Edward Moore,Jordon Varnado,made,468,468,1320.0,448.0,4
10248,3 punti sbagliato,,Alex O'Connell,missed,482,482,1230.0,700.0,7
10249,2 punti sbagliato,,Charlie Edward Moore,missed,500,500,735.0,252.0,0
10250,2 punti segnato,,Charlie Edward Moore,made,500,500,735.0,252.0,0
10251,2 punti segnato,,Alex O'Connell,made,516,516,750.0,252.0,0
10252,2 punti segnato,,Charlie Edward Moore,made,534,534,915.0,196.0,0
10253,2 punti segnato,,Barry Brown Jr,made,551,551,1080.0,588.0,3
10254,2 punti sbagliato,,Charlie Edward Moore,missed,568,568,615.0,280.0,0
10255,3 punti segnato,Carl Wheatle,Jordon Varnado,made,574,574,780.0,924.0,7
10256,2 punti segnato,,Marco Spissu,made,593,593,735.0,140.0,0
10257,3 punti sbagliato,,Payton Terrell Willis,missed,596,596,780.0,1204.0,7
10258,2 punti sbagliato,,Barry Brown Jr,missed,18,618,1140.0,672.0,3
10259,2 punti sbagliato,,Angelo Del Chiaro,missed,35,635,780.0,252.0,0
10260,2 punti segnato,,Alex O'Connell,made,49,649,735.0,196.0,0
10261,3 punti sbagliato,,Andrea De Nicolao,missed,87,687,195.0,644.0,6
10262,2 punti segnato,,Charlie Edward Moore,made,99,699,990.0,336.0,3
10263,3 punti segnato,Angelo Del Chiaro,,made,123,723,1320.0,588.0,7
10264,2 punti segnato,,Kyle Wiltjer,made,140,740,705.0,336.0,0
10265,3 punti sbagliato,,Ryan Hawkins,missed,160,760,195.0,616.0,6
10266,2 punti sbagliato,,Kyle Wiltjer,missed,176,776,465.0,112.0,1
10267,3 punti segnato,,Payton Terrell Willis,made,198,798,675.0,868.0,6
10268,3 punti sbagliato,,Barry Brown Jr,missed,214,814,555.0,868.0,6
10269,2 punti segnato,,Payton Terrell Willis,made,226,826,735.0,280.0,0
10270,3 punti sbagliato,,Kyle Wiltjer,missed,246,846,1290.0,672.0,7
10271,3 punti sbagliato,,Ryan Hawkins,missed,267,867,375.0,812.0,6
10272,3 punti sbagliato,,Payton Terrell Willis,missed,279,879,585.0,868.0,6
10273,3 punti sbagliato,,Aamir Simms,missed,331,931,825.0,896.0,7
10274,3 punti segnato,,Jordon Varnado,made,345,945,915.0,868.0,7
10275,3 punti sbagliato,,Alex O'Connell,missed,364,964,45.0,196.0,5
10276,2 punti segnato,,Amedeo Tessitori,made,382,982,765.0,168.0,0
10277,3 punti segnato,Amedeo Tessitori,Rayjon Tucker,made,420,1020,1365.0,588.0,7
10278,2 punti segnato,,Jordon Varnado,made,446,1046,480.0,392.0,2
10279,2 punti segnato,,Derek Ogbeide,made,480,1080,630.0,252.0,0
10280,2 punti segnato,,Amedeo Tessitori,made,504,1104,825.0,140.0,0
10281,2 punti sbagliato,,Charlie Edward Moore,missed,518,1118,930.0,308.0,0
10282,2 punti segnato,Marco Spissu,Jeff Brooks,made,525,1125,735.0,168.0,0
10283,3 punti sbagliato,,Ryan Hawkins,missed,544,1144,225.0,644.0,6
10284,2 punti sbagliato,,Rayjon Tucker,missed,561,1161,615.0,252.0,0
10285,3 punti sbagliato,,Rayjon Tucker,missed,565,1165,1170.0,784.0,7
10286,3 punti sbagliato,,Rayjon Tucker,missed,580,1180,1215.0,840.0,7
10287,3 punti sbagliato,,Aamir Simms,missed,589,1189,150.0,644.0,6
10288,2 punti segnato,,Davide Casarin,made,589,1189,150.0,644.0,6
10289,2 punti sbagliato,,Charlie Edward Moore,missed,595,1195,780.0,588.0,3
10290,2 punti sbagliato,,Amedeo Tessitori,missed,30,1230,750.0,364.0,0
10291,2 punti segnato,,Charlie Edward Moore,made,46,1246,630.0,476.0,2
10292,2 punti segnato,,Rayjon Tucker,made,89,1289,750.0,112.0,0
10293,3 punti segnato,,Payton Terrell Willis,made,102,1302,795.0,896.0,7
10294,3 punti sbagliato,,Amedeo Tessitori,missed,124,1324,60.0,280.0,5
10295,2 punti sbagliato,,Jeff Brooks,missed,124,1324,60.0,280.0,5
10296,3 punti sbagliato,,Marco Spissu,missed,132,1332,570.0,896.0,6
10297,2 punti sbagliato,,Derek Ogbeide,missed,136,1336,885.0,308.0,0
10298,2 punti segnato,,Ryan Hawkins,made,136,1336,885.0,308.0,0
10299,3 punti segnato,,Marco Spissu,made,150,1350,720.0,896.0,6
10300,2 punti sbagliato,,Amedeo Tessitori,missed,172,1372,750.0,364.0,0
10301,3 punti sbagliato,,Marco Spissu,missed,176,1376,285.0,700.0,6
10302,2 punti segnato,Davide Casarin,Amedeo Tessitori,made,179,1379,810.0,196.0,0
10303,2 punti segnato,Marco Spissu,Rayjon Tucker,made,200,1400,645.0,308.0,0
10304,2 punti sbagliato,,Jordon Varnado,missed,217,1417,840.0,336.0,0
10305,3 punti sbagliato,,Jeff Brooks,missed,223,1423,195.0,616.0,6
10306,2 punti segnato,,Jordon Varnado,made,244,1444,675.0,336.0,0
10307,3 punti sbagliato,,Marco Spissu,missed,254,1454,915.0,924.0,7
10308,3 punti sbagliato,,Jordon Varnado,missed,278,1478,75.0,308.0,5
10309,2 punti sbagliato,,Amedeo Tessitori,missed,291,1491,750.0,168.0,0
10310,2 punti sbagliato,,Jordon Varnado,missed,313,1513,405.0,168.0,1
10311,3 punti segnato,Marco Spissu,Rayjon Tucker,made,327,1527,315.0,784.0,6
10312,3 punti segnato,Lorenzo Saccaggi,Jordon Varnado,made,345,1545,1380.0,476.0,8
10313,2 punti sbagliato,,Amedeo Tessitori,missed,364,1564,825.0,280.0,0
10314,3 punti segnato,Lorenzo Saccaggi,Jordon Varnado,made,380,1580,240.0,700.0,6
10315,3 punti sbagliato,,Barry Brown Jr,missed,407,1607,270.0,672.0,6
10316,3 punti segnato,Carl Wheatle,Jordon Varnado,made,421,1621,225.0,672.0,6
10317,2 punti sbagliato,,Barry Brown Jr,missed,442,1642,585.0,448.0,2
10318,2 punti sbagliato,,Carl Wheatle,missed,450,1650,765.0,196.0,0
10319,3 punti segnato,Aamir Simms,Rayjon Tucker,made,458,1658,1110.0,840.0,7
10320,2 punti sbagliato,,Carl Wheatle,missed,498,1698,720.0,280.0,0
10321,2 punti sbagliato,,Derek Ogbeide,missed,498,1698,720.0,280.0,0
10322,2 punti sbagliato,,Ryan Hawkins,missed,498,1698,720.0,280.0,0
10323,3 punti sbagliato,,Aamir Simms,missed,508,1708,1245.0,756.0,7
10324,2 punti sbagliato,,Barry Brown Jr,missed,526,1726,495.0,308.0,2
10325,3 punti sbagliato,,Payton Terrell Willis,missed,547,1747,1290.0,728.0,7
10326,2 punti segnato,,Charlie Edward Moore,made,579,1779,675.0,280.0,0
10327,2 punti sbagliato,,Barry Brown Jr,missed,597,1797,765.0,224.0,0
10328,2 punti segnato,,Kyle Wiltjer,made,597,1797,765.0,224.0,0
10329,3 punti sbagliato,,Kyle Wiltjer,missed,12,1812,1260.0,728.0,7
10330,3 punti segnato,Aamir Simms,Kyle Wiltjer,made,18,1818,1215.0,784.0,7
10331,3 punti sbagliato,,Kyle Wiltjer,missed,55,1855,1140.0,812.0,7
10332,3 punti sbagliato,,Kyle Wiltjer,missed,68,1868,915.0,868.0,7
10333,3 punti sbagliato,,Carl Wheatle,missed,77,1877,1005.0,896.0,7
10334,2 punti segnato,Charlie Edward Moore,Angelo Del Chiaro,made,86,1886,795.0,196.0,0
10335,3 punti sbagliato,,Andrea De Nicolao,missed,102,1902,315.0,728.0,6
10336,2 punti segnato,,Carl Wheatle,made,116,1916,840.0,308.0,0
10337,2 punti sbagliato,,Aamir Simms,missed,129,1929,885.0,308.0,0
10338,3 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,136,1936,1380.0,560.0,7
10339,3 punti sbagliato,,Charlie Edward Moore,missed,166,1966,1170.0,812.0,7
10340,3 punti sbagliato,,Marco Spissu,missed,182,1982,1305.0,700.0,7
10341,2 punti sbagliato,,Charlie Edward Moore,missed,197,1997,600.0,420.0,2
10342,2 punti segnato,,Barry Brown Jr,made,207,2007,570.0,448.0,2
10343,2 punti segnato,Charlie Edward Moore,Angelo Del Chiaro,made,224,2024,465.0,504.0,2
10344,2 punti segnato,,Amedeo Tessitori,made,249,2049,840.0,168.0,0
10345,2 punti segnato,,Barry Brown Jr,made,271,2071,765.0,168.0,0
10346,2 punti segnato,Barry Brown Jr,Amedeo Tessitori,made,305,2105,765.0,224.0,0
10347,3 punti sbagliato,,Carl Wheatle,missed,331,2131,300.0,728.0,6
10348,3 punti sbagliato,,Barry Brown Jr,missed,344,2144,1380.0,588.0,7
10349,3 punti sbagliato,,Rayjon Tucker,missed,355,2155,1020.0,840.0,7
10350,3 punti segnato,,Charlie Edward Moore,made,368,2168,855.0,896.0,7
10351,2 punti sbagliato,,Barry Brown Jr,missed,384,2184,795.0,336.0,0
10352,2 punti segnato,Charlie Edward Moore,Carl Wheatle,made,391,2191,825.0,140.0,0
10353,2 punti segnato,Payton Terrell Willis,Derek Ogbeide,made,427,2227,780.0,168.0,0
10354,2 punti segnato,,Amedeo Tessitori,made,442,2242,705.0,224.0,0
10355,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,460,2260,780.0,140.0,0
10356,2 punti sbagliato,,Jordon Varnado,missed,486,2286,765.0,140.0,0
10357,2 punti sbagliato,,Rayjon Tucker,missed,498,2298,885.0,196.0,0
10358,3 punti sbagliato,,Barry Brown Jr,missed,522,2322,540.0,868.0,6
10359,3 punti sbagliato,,Charlie Edward Moore,missed,565,2365,1125.0,840.0,7
10360,2 punti segnato,,Barry Brown Jr,made,574,2374,690.0,112.0,0
10361,2 punti sbagliato,,Alex Poythress,missed,15,15,945.0,224.0,0
10362,2 punti segnato,Nate Laszewski,Tomas Kyzlink,made,31,31,1080.0,616.0,3
10363,2 punti segnato,,Alex Poythress,made,53,53,810.0,224.0,0
10364,3 punti sbagliato,,Xavier Sneed,missed,71,71,1440.0,476.0,8
10365,2 punti sbagliato,,Maodo Lo,missed,85,85,750.0,644.0,2
10366,2 punti sbagliato,,Fadilou Seck,missed,100,100,795.0,448.0,3
10367,3 punti segnato,Nicolò Melli,Stefano Tonut,made,116,116,1380.0,560.0,7
10368,3 punti sbagliato,,Jamel Morris,missed,159,159,1470.0,392.0,8
10369,2 punti sbagliato,,Nicolò Melli,missed,173,173,900.0,308.0,0
10370,3 punti sbagliato,,Xavier Sneed,missed,182,182,1155.0,812.0,7
10371,2 punti segnato,Shavon Shields,Alex Poythress,made,188,188,765.0,252.0,0
10372,2 punti segnato,,Eric Lombardi,made,224,224,750.0,140.0,0
10373,2 punti segnato,Eric Lombardi,Tomas Kyzlink,made,271,271,810.0,308.0,0
10374,2 punti sbagliato,,Alex Poythress,missed,283,283,900.0,224.0,0
10375,3 punti sbagliato,,Tomas Kyzlink,missed,291,291,675.0,1008.0,6
10376,3 punti sbagliato,,Stefano Tonut,missed,300,300,270.0,868.0,6
10377,3 punti sbagliato,,Jamel Morris,missed,309,309,300.0,868.0,6
10378,2 punti sbagliato,,Jamel Morris,missed,314,314,870.0,252.0,0
10379,3 punti sbagliato,,Maodo Lo,missed,336,336,270.0,840.0,6
10380,3 punti sbagliato,,Joonas Riismaa,missed,346,346,90.0,560.0,6
10381,2 punti sbagliato,,Maodo Lo,missed,364,364,630.0,532.0,2
10382,2 punti sbagliato,,Eric Lombardi,missed,379,379,585.0,308.0,0
10383,2 punti sbagliato,,Stefano Tonut,missed,387,387,690.0,420.0,2
10384,2 punti segnato,,Eric Lombardi,made,403,403,705.0,420.0,2
10385,2 punti segnato,,Ismael Kamagate,made,420,420,705.0,252.0,0
10386,3 punti sbagliato,,Jamel Morris,missed,441,441,1335.0,672.0,7
10387,3 punti sbagliato,,Diego Flaccadori,missed,456,456,480.0,952.0,6
10388,2 punti sbagliato,,Tomas Kyzlink,missed,502,502,855.0,560.0,3
10389,2 punti sbagliato,,Devon Hall,missed,511,511,795.0,532.0,3
10390,2 punti sbagliato,,Jamel Morris,missed,529,529,1200.0,560.0,3
10391,2 punti segnato,Giampaolo Ricci,Ismael Kamagate,made,545,545,735.0,140.0,0
10392,2 punti sbagliato,,Tomas Kyzlink,missed,568,568,765.0,756.0,3
10393,3 punti sbagliato,,Giordano Bortolani,missed,593,593,405.0,868.0,6
10394,3 punti sbagliato,,Joonas Riismaa,missed,597,597,765.0,896.0,7
10395,2 punti segnato,,Giordano Bortolani,made,31,631,870.0,476.0,3
10396,2 punti segnato,,Joonas Riismaa,made,55,655,825.0,280.0,0
10397,2 punti segnato,Ismael Kamagate,Giampaolo Ricci,made,72,672,780.0,308.0,0
10398,2 punti sbagliato,,Giampaolo Ricci,missed,119,719,1005.0,616.0,3
10399,2 punti sbagliato,,Diego Flaccadori,missed,140,740,930.0,364.0,3
10400,2 punti sbagliato,,Diego Flaccadori,missed,170,770,750.0,420.0,2
10401,3 punti segnato,Xavier Sneed,Joonas Riismaa,made,181,781,1440.0,532.0,8
10402,3 punti sbagliato,,Giordano Bortolani,missed,199,799,975.0,952.0,7
10403,2 punti sbagliato,,Shavon Shields,missed,218,818,840.0,420.0,3
10404,3 punti sbagliato,,Nate Laszewski,missed,240,840,105.0,448.0,5
10405,3 punti segnato,Stefano Tonut,Shavon Shields,made,269,869,525.0,924.0,6
10406,3 punti sbagliato,,Eric Lombardi,missed,294,894,750.0,952.0,6
10407,3 punti segnato,Maodo Lo,Shavon Shields,made,314,914,1425.0,448.0,8
10408,2 punti segnato,Maodo Lo,Nicolò Melli,made,327,927,750.0,112.0,0
10409,2 punti sbagliato,,Johannes Voigtmann,missed,349,949,675.0,308.0,0
10410,3 punti segnato,Tomas Kyzlink,Jamel Morris,made,364,964,1170.0,812.0,7
10411,2 punti segnato,,Stefano Tonut,made,406,1006,870.0,112.0,0
10412,2 punti segnato,,Nate Laszewski,made,433,1033,840.0,196.0,0
10413,2 punti segnato,Maodo Lo,Nicolò Melli,made,443,1043,675.0,252.0,0
10414,3 punti sbagliato,,Jamel Morris,missed,457,1057,180.0,784.0,6
10415,3 punti segnato,Joonas Riismaa,Nate Laszewski,made,475,1075,465.0,924.0,6
10416,3 punti sbagliato,,Maodo Lo,missed,491,1091,1185.0,868.0,7
10417,2 punti sbagliato,,Johannes Voigtmann,missed,528,1128,435.0,392.0,2
10418,2 punti segnato,,Johannes Voigtmann,made,534,1134,855.0,392.0,3
10419,3 punti segnato,Jamel Morris,Wendell Mitchell,made,555,1155,480.0,896.0,6
10420,3 punti sbagliato,,Shavon Shields,missed,579,1179,225.0,728.0,6
10421,3 punti sbagliato,,Wendell Mitchell,missed,598,1198,1005.0,924.0,7
10422,2 punti sbagliato,,Xavier Sneed,missed,10,1210,405.0,196.0,1
10423,2 punti sbagliato,,Nate Laszewski,missed,26,1226,780.0,420.0,3
10424,3 punti sbagliato,,Maodo Lo,missed,47,1247,480.0,868.0,6
10425,2 punti segnato,,Shavon Shields,made,51,1251,915.0,532.0,3
10426,2 punti segnato,Tomas Kyzlink,Xavier Sneed,made,77,1277,765.0,140.0,0
10427,3 punti sbagliato,,Shavon Shields,missed,97,1297,600.0,1036.0,6
10428,3 punti sbagliato,,Tomas Kyzlink,missed,115,1315,1215.0,840.0,7
10429,2 punti segnato,,Maodo Lo,made,131,1331,855.0,336.0,0
10430,3 punti sbagliato,,Jamel Morris,missed,173,1373,1455.0,364.0,8
10431,2 punti sbagliato,,Alex Poythress,missed,186,1386,600.0,168.0,0
10432,3 punti sbagliato,,Shavon Shields,missed,196,1396,240.0,896.0,6
10433,2 punti sbagliato,,Jamel Morris,missed,218,1418,690.0,476.0,2
10434,2 punti sbagliato,,Nicolò Melli,missed,238,1438,540.0,616.0,2
10435,2 punti segnato,,Maodo Lo,made,249,1449,750.0,336.0,0
10436,2 punti segnato,,Stefano Tonut,made,266,1466,750.0,140.0,0
10437,2 punti segnato,,Maodo Lo,made,303,1503,720.0,280.0,0
10438,2 punti segnato,Maodo Lo,Alex Poythress,made,343,1543,795.0,280.0,0
10439,3 punti sbagliato,,Tomas Kyzlink,missed,360,1560,1065.0,924.0,7
10440,2 punti sbagliato,,Maodo Lo,missed,368,1568,615.0,336.0,0
10441,3 punti segnato,Alex Poythress,Stefano Tonut,made,402,1602,735.0,952.0,6
10442,2 punti sbagliato,,Wendell Mitchell,missed,453,1653,750.0,644.0,2
10443,3 punti segnato,,Stefano Tonut,made,470,1670,180.0,700.0,6
10444,3 punti segnato,Stefano Tonut,,made,507,1707,1200.0,840.0,7
10445,2 punti sbagliato,,Wendell Mitchell,missed,528,1728,855.0,448.0,3
10446,2 punti sbagliato,,Giampaolo Ricci,missed,534,1734,825.0,364.0,0
10447,3 punti sbagliato,,Xavier Sneed,missed,543,1743,1305.0,756.0,7
10448,3 punti segnato,Diego Flaccadori,Stefano Tonut,made,561,1761,1260.0,700.0,7
10449,3 punti segnato,,Jamel Morris,made,578,1778,450.0,896.0,6
10450,3 punti sbagliato,,Jamel Morris,missed,598,1798,825.0,1064.0,7
10451,2 punti sbagliato,,Diego Flaccadori,missed,12,1812,330.0,392.0,1
10452,2 punti segnato,,Giampaolo Ricci,made,36,1836,495.0,336.0,2
10453,2 punti segnato,,Joonas Riismaa,made,41,1841,1065.0,588.0,3
10454,3 punti segnato,,Giordano Bortolani,made,48,1848,1095.0,868.0,7
10455,2 punti sbagliato,,Xavier Sneed,missed,79,1879,345.0,196.0,1
10456,2 punti sbagliato,,Eric Lombardi,missed,84,1884,600.0,280.0,0
10457,2 punti sbagliato,,Xavier Sneed,missed,107,1907,705.0,504.0,2
10458,2 punti sbagliato,,Alex Poythress,missed,120,1920,900.0,392.0,3
10459,2 punti segnato,,Eric Lombardi,made,139,1939,660.0,168.0,0
10460,2 punti segnato,,Xavier Sneed,made,172,1972,870.0,336.0,0
10461,3 punti sbagliato,,Giordano Bortolani,missed,183,1983,900.0,980.0,7
10462,3 punti segnato,Xavier Sneed,,made,197,1997,1245.0,868.0,7
10463,3 punti sbagliato,,Xavier Sneed,missed,254,2054,1395.0,616.0,7
10464,2 punti segnato,,Devon Hall,made,261,2061,915.0,224.0,0
10465,2 punti sbagliato,,Eric Lombardi,missed,285,2085,1035.0,448.0,3
10466,3 punti sbagliato,,Maodo Lo,missed,305,2105,480.0,924.0,6
10467,2 punti segnato,Devon Hall,Alex Poythress,made,320,2120,750.0,112.0,0
10468,3 punti sbagliato,,Fadilou Seck,missed,334,2134,810.0,924.0,7
10469,3 punti segnato,Shavon Shields,Devon Hall,made,353,2153,105.0,672.0,6
10470,2 punti segnato,Eric Lombardi,Fadilou Seck,made,374,2174,750.0,168.0,0
10471,2 punti segnato,Devon Hall,Ismael Kamagate,made,395,2195,765.0,112.0,0
10472,3 punti sbagliato,,Jamel Morris,missed,418,2218,1155.0,896.0,7
10473,2 punti sbagliato,,Giordano Bortolani,missed,464,2264,765.0,504.0,3
10474,2 punti segnato,Diego Flaccadori,Ismael Kamagate,made,473,2273,735.0,112.0,0
10475,2 punti segnato,Jamel Morris,Eric Lombardi,made,495,2295,855.0,196.0,0
10476,2 punti segnato,,Giordano Bortolani,made,505,2305,825.0,280.0,0
10477,3 punti sbagliato,,Joonas Riismaa,missed,516,2316,1095.0,896.0,7
10478,3 punti segnato,Devon Hall,Giordano Bortolani,made,552,2352,255.0,784.0,6
10479,3 punti segnato,,Tommaso Guadalupi,made,569,2369,915.0,952.0,7
10480,2 punti segnato,Semaj Christon,Miro Bilan,made,29,29,675.0,280.0,0
10481,3 punti sbagliato,,Mike Daum,missed,47,47,900.0,924.0,7
10482,2 punti segnato,Amedeo Della Valle,Nicola Akele,made,55,55,855.0,168.0,0
10483,3 punti sbagliato,,Leonardo Candi,missed,75,75,480.0,840.0,6
10484,3 punti sbagliato,,Semaj Christon,missed,101,101,720.0,952.0,6
10485,2 punti sbagliato,,Kyle Weems,missed,117,117,1110.0,392.0,3
10486,3 punti segnato,,Amedeo Della Valle,made,129,129,1050.0,868.0,7
10487,2 punti sbagliato,,Leonardo Candi,missed,146,146,900.0,392.0,3
10488,3 punti sbagliato,,John Petrucelli,missed,160,160,915.0,924.0,7
10489,2 punti sbagliato,,Miro Bilan,missed,160,160,915.0,924.0,7
10490,2 punti sbagliato,,Kyle Weems,missed,223,223,585.0,448.0,2
10491,2 punti sbagliato,,Kyle Weems,missed,241,241,870.0,280.0,0
10492,2 punti sbagliato,,Chris Dowe,missed,245,245,975.0,224.0,0
10493,2 punti segnato,,Semaj Christon,made,260,260,945.0,280.0,0
10494,3 punti sbagliato,,Kyle Weems,missed,304,304,720.0,896.0,6
10495,3 punti sbagliato,,Amedeo Della Valle,missed,312,312,1170.0,784.0,7
10496,3 punti segnato,Andrea Zerini,Tommaso Baldasso,made,333,333,390.0,784.0,6
10497,2 punti segnato,,Semaj Christon,made,349,349,840.0,280.0,0
10498,2 punti segnato,,Chris Dowe,made,381,381,660.0,672.0,2
10499,2 punti segnato,,Semaj Christon,made,408,408,825.0,616.0,3
10500,3 punti segnato,Miro Bilan,Kenny Gabriel,made,437,437,1320.0,644.0,7
10501,3 punti sbagliato,,Kenny Gabriel,missed,480,480,420.0,840.0,6
10502,2 punti sbagliato,,Tommaso Baldasso,missed,508,508,525.0,644.0,2
10503,3 punti sbagliato,,Semaj Christon,missed,533,533,585.0,868.0,6
10504,3 punti sbagliato,,David Reginald Cournooh,missed,540,540,300.0,756.0,6
10505,2 punti segnato,Andrea Zerini,Tashawn Thomas,made,557,557,990.0,336.0,3
10506,2 punti sbagliato,,Semaj Christon,missed,578,578,705.0,728.0,2
10507,3 punti sbagliato,,Tashawn Thomas,missed,598,598,1050.0,868.0,7
10508,3 punti sbagliato,,Kenny Gabriel,missed,17,617,375.0,868.0,6
10509,2 punti segnato,Semaj Christon,C.J. Massinburg,made,21,621,360.0,280.0,1
10510,3 punti sbagliato,,Tommaso Baldasso,missed,38,638,975.0,924.0,7
10511,2 punti segnato,,C.J. Massinburg,made,62,662,765.0,336.0,0
10512,2 punti segnato,,Retin Obasohan,made,75,675,555.0,476.0,2
10513,2 punti segnato,,Retin Obasohan,made,115,715,915.0,700.0,3
10514,2 punti segnato,,David Reginald Cournooh,made,129,729,645.0,308.0,0
10515,2 punti sbagliato,,Retin Obasohan,missed,138,738,1005.0,448.0,3
10516,3 punti sbagliato,,C.J. Massinburg,missed,166,766,270.0,728.0,6
10517,3 punti segnato,Semaj Christon,Amedeo Della Valle,made,198,798,1230.0,700.0,7
10518,2 punti segnato,,Semaj Christon,made,260,860,525.0,196.0,0
10519,3 punti segnato,Riccardo Tavernelli,Mike Daum,made,277,877,1365.0,588.0,7
10520,3 punti sbagliato,,Amedeo Della Valle,missed,292,892,720.0,924.0,6
10521,2 punti segnato,,Mike Daum,made,311,911,735.0,476.0,2
10522,2 punti segnato,Amedeo Della Valle,Kenny Gabriel,made,328,928,930.0,168.0,0
10523,2 punti segnato,,Michael Cobbins,made,344,944,765.0,224.0,0
10524,2 punti sbagliato,,Riccardo Tavernelli,missed,356,956,585.0,644.0,2
10525,2 punti segnato,,Michael Cobbins,made,374,974,885.0,280.0,0
10526,2 punti sbagliato,,Kyle Weems,missed,392,992,420.0,308.0,1
10527,2 punti sbagliato,,Michael Cobbins,missed,407,1007,765.0,308.0,0
10528,2 punti segnato,,Chris Dowe,made,413,1013,930.0,392.0,3
10529,3 punti sbagliato,,Amedeo Della Valle,missed,439,1039,495.0,840.0,6
10530,2 punti segnato,,Mike Daum,made,444,1044,975.0,224.0,0
10531,2 punti sbagliato,,Semaj Christon,missed,462,1062,585.0,196.0,0
10532,2 punti sbagliato,,Amedeo Della Valle,missed,502,1102,840.0,532.0,3
10533,2 punti segnato,,Chris Dowe,made,509,1109,645.0,224.0,0
10534,2 punti sbagliato,,Kyle Weems,missed,509,1109,645.0,224.0,0
10535,2 punti segnato,,Miro Bilan,made,528,1128,645.0,112.0,0
10536,3 punti sbagliato,,Chris Dowe,missed,542,1142,675.0,924.0,6
10537,3 punti sbagliato,,Amedeo Della Valle,missed,560,1160,600.0,896.0,6
10538,2 punti sbagliato,,Miro Bilan,missed,22,1222,720.0,364.0,0
10539,2 punti sbagliato,,Miro Bilan,missed,22,1222,720.0,364.0,0
10540,2 punti sbagliato,,John Petrucelli,missed,22,1222,720.0,364.0,0
10541,3 punti sbagliato,,Kyle Weems,missed,36,1236,720.0,952.0,6
10542,3 punti sbagliato,,Mike Daum,missed,71,1271,510.0,896.0,6
10543,3 punti sbagliato,,John Petrucelli,missed,90,1290,1215.0,756.0,7
10544,2 punti sbagliato,,Semaj Christon,missed,119,1319,1065.0,364.0,3
10545,2 punti sbagliato,,Leon Radosevic,missed,135,1335,600.0,336.0,0
10546,2 punti segnato,,Amedeo Della Valle,made,151,1351,555.0,336.0,2
10547,3 punti sbagliato,,Leon Radosevic,missed,165,1365,1200.0,812.0,7
10548,3 punti segnato,Amedeo Della Valle,John Petrucelli,made,172,1372,150.0,616.0,6
10549,2 punti segnato,Semaj Christon,Nicola Akele,made,198,1398,570.0,420.0,2
