"description","assist","player","result","periodTime","totalTime","xx","yy"
"3 punti sbagliato","","Kevin Juwan Hervey","missed",126,1326,1170,784
"2 punti sbagliato","","Quinn Ellis","missed",134,1334,660,224
"3 punti segnato","","Prentiss Hubb","made",143,1343,420,784
"2 punti sbagliato","","Darion Atkins","missed",165,1365,465,168
"2 punti segnato","","Briante Weber","made",179,1379,585,112
"2 punti segnato","Prentiss Hubb","Paul Stephan Biligha","made",196,1396,840,700
"2 punti sbagliato","","Myles Stephens","missed",228,1428,945,168
"2 punti segnato","","","made",232,1432,855,140
"2 punti segnato","Briante Weber","Darion Atkins","made",254,1454,585,168
"2 punti sbagliato","","Prentiss Hubb","missed",279,1479,1140,616
"3 punti segnato","","Michele Vitali","made",290,1490,1035,840
"3 punti segnato","Kamar Baldwin","Andrejs Grazulis","made",321,1521,1470,140
"2 punti segnato","","Michele Vitali","made",342,1542,645,112
"2 punti segnato","Prentiss Hubb","Davide Alviti","made",359,1559,885,280
"3 punti sbagliato","","Langston Galloway","missed",382,1582,810,924
"3 punti segnato","Andrejs Grazulis","Prentiss Hubb","made",390,1590,555,840
"2 punti segnato","Kamar Baldwin","Derek Cooke","made",414,1614,720,140
"2 punti segnato","","Sasha Grant","made",433,1633,705,224
"3 punti sbagliato","","Kamar Baldwin","missed",455,1655,360,784
"3 punti sbagliato","","Mattia Udom","missed",460,1660,780,896
"2 punti segnato","Michele Vitali","Darion Atkins","made",496,1696,795,168
"2 punti segnato","","Sasha Grant","made",522,1722,885,112
"2 punti sbagliato","","Toto Forray","missed",541,1741,825,224
"3 punti sbagliato","","Davide Alviti","missed",553,1753,1500,28
"2 punti sbagliato","","Quinn Ellis","missed",597,1797,570,112
"3 punti sbagliato","","Kevin Juwan Hervey","missed",597,1797,345,840
"2 punti segnato","","Kamar Baldwin","made",4,1804,930,168
"2 punti segnato","Sasha Grant","Michele Vitali","made",23,1823,1005,756
"3 punti sbagliato","","Davide Alviti","missed",36,1836,795,896
"2 punti segnato","Kamar Baldwin","Derek Cooke","made",59,1859,705,252
"2 punti segnato","Jamar Smith","Darion Atkins","made",75,1875,600,588
"3 punti segnato","Kamar Baldwin","Mattia Udom","made",123,1923,1305,728
"3 punti sbagliato","","Jamar Smith","missed",141,1941,510,868
"3 punti sbagliato","","Davide Alviti","missed",165,1965,1215,756
"3 punti sbagliato","","Sasha Grant","missed",182,1982,1155,812
"2 punti sbagliato","","Darion Atkins","missed",190,1990,750,336
"2 punti sbagliato","","Darion Atkins","missed",195,1995,990,196
"3 punti segnato","Kamar Baldwin","Mattia Udom","made",213,2013,1470,140
"2 punti segnato","","Jamar Smith","made",226,2026,525,504
"3 punti sbagliato","","Kamar Baldwin","missed",250,2050,705,952
"2 punti sbagliato","","Kamar Baldwin","missed",265,2065,825,196
"3 punti segnato","Langston Galloway","Jamar Smith","made",270,2070,225,728
"3 punti segnato","Matteo Chillo","Sasha Grant","made",292,2092,420,840
"2 punti segnato","","Briante Weber","made",333,2133,600,168
"2 punti segnato","","Kamar Baldwin","made",360,2160,930,728
"3 punti sbagliato","","Kevin Juwan Hervey","missed",386,2186,1245,700
"3 punti sbagliato","","Prentiss Hubb","missed",410,2210,495,840
"2 punti segnato","","Myles Stephens","made",417,2217,765,140
"2 punti sbagliato","","Matteo Chillo","missed",429,2229,885,224
"2 punti sbagliato","","Kevin Juwan Hervey","missed",449,2249,645,308
"2 punti segnato","Prentiss Hubb","Andrejs Grazulis","made",456,2256,810,308
"2 punti segnato","Darion Atkins","Kevin Juwan Hervey","made",476,2276,720,196
"2 punti segnato","","Briante Weber","made",497,2297,735,112
"3 punti sbagliato","","Myles Stephens","missed",516,2316,45,196
"2 punti segnato","Quinn Ellis","Andrejs Grazulis","made",541,2341,750,196
"3 punti segnato","","Kevin Juwan Hervey","made",549,2349,1380,588
"3 punti segnato","Briante Weber","Kevin Juwan Hervey","made",550,2350,345,756
"2 punti segnato","","Briante Weber","made",566,2366,585,392
"2 punti sbagliato","","Briante Weber","missed",580,2380,945,336
"2 punti sbagliato","","Kevin Juwan Hervey","missed",600,2400,1290,532
"3 punti segnato","Davide Moretti","Gabe Brown","made",21,21,1440,504
"2 punti segnato","Stanley Whittaker Jr","Stephane Gombauld","made",42,42,675,196
"2 punti segnato","Davide Moretti","Willie Cauley-Stein","made",59,59,795,308
"2 punti segnato","","Stanley Whittaker Jr","made",79,79,930,280
"2 punti sbagliato","","Olivier Hanlan","missed",90,90,690,252
"2 punti segnato","","Willie Cauley-Stein","made",90,90,690,252
"2 punti segnato","Filip Kruslin","Stephane Gombauld","made",108,108,825,308
"3 punti segnato","Davide Moretti","Sean Mcdermott","made",116,116,615,896
"2 punti segnato","","Gabe Brown","made",156,156,450,280
"3 punti sbagliato","","Sean Mcdermott","missed",185,185,75,532
"3 punti sbagliato","","Davide Moretti","missed",192,192,525,868
"2 punti sbagliato","","Stanley Whittaker Jr","missed",202,202,630,196
"3 punti sbagliato","","Gabe Brown","missed",212,212,1230,784
"2 punti segnato","","Breein Tyree","made",249,249,360,504
"3 punti sbagliato","","Olivier Hanlan","missed",271,271,1365,644
"3 punti sbagliato","","Alfonzo Mckinnie","missed",280,280,1290,784
"3 punti segnato","Olivier Hanlan","Willie Cauley-Stein","made",289,289,765,952
"2 punti sbagliato","","Vinnie Shahid","missed",323,323,600,224
"2 punti segnato","","Stanley Whittaker Jr","made",333,333,810,476
"2 punti segnato","","Andriu Tomas Woldetensae","made",349,349,660,392
"2 punti sbagliato","","Kaspar Treier","missed",377,377,735,336
"2 punti sbagliato","","Stanley Whittaker Jr","missed",405,405,480,336
"3 punti segnato","","Gabe Brown","made",422,422,45,252
"3 punti sbagliato","","Filip Kruslin","missed",438,438,1125,868
"3 punti sbagliato","","Vinnie Shahid","missed",448,448,315,728
"3 punti sbagliato","","Vinnie Shahid","missed",465,465,1125,980
"2 punti sbagliato","","Vasilis Charalampopoulos","missed",481,481,705,224
"3 punti sbagliato","","Breein Tyree","missed",485,485,330,812
"3 punti sbagliato","","Sean Mcdermott","missed",502,502,390,840
"2 punti segnato","","Andriu Tomas Woldetensae","made",508,508,870,252
"2 punti segnato","","Olivier Hanlan","made",538,538,555,196
"3 punti sbagliato","","Vasilis Charalampopoulos","missed",555,555,450,812
"2 punti segnato","","Vasilis Charalampopoulos","made",572,572,585,336
"3 punti segnato","","Sean Mcdermott","made",596,596,945,896
"3 punti sbagliato","","Vasilis Charalampopoulos","missed",11,611,870,952
"2 punti segnato","","Davide Moretti","made",20,620,645,112
"2 punti sbagliato","","Alessandro Cappelletti","missed",37,637,735,588
"3 punti segnato","Davide Moretti","Matteo Librizzi","made",53,653,105,532
"2 punti segnato","Davide Moretti","Willie Cauley-Stein","made",83,683,585,252
"2 punti sbagliato","","Willie Cauley-Stein","missed",110,710,765,308
"3 punti sbagliato","","Davide Moretti","missed",136,736,420,868
"3 punti sbagliato","","Filip Kruslin","missed",147,747,1035,840
"2 punti sbagliato","","Matteo Librizzi","missed",170,770,885,392
"2 punti sbagliato","","Alfonzo Mckinnie","missed",176,776,930,168
"2 punti segnato","","Vinnie Shahid","made",189,789,585,308
"3 punti sbagliato","","Kaspar Treier","missed",201,801,1230,756
"3 punti segnato","Alessandro Cappelletti","Alfonzo Mckinnie","made",211,811,1365,616
"3 punti segnato","Matteo Librizzi","Davide Moretti","made",234,834,1305,700
"3 punti sbagliato","","Alfonzo Mckinnie","missed",255,855,1185,784
"3 punti segnato","Stefano Gentile","Filip Kruslin","made",261,861,165,672
"3 punti sbagliato","","Andriu Tomas Woldetensae","missed",290,890,780,896
"3 punti sbagliato","","Davide Moretti","missed",304,904,360,812
"2 punti segnato","","Andriu Tomas Woldetensae","made",326,926,615,224
"3 punti segnato","","Stanley Whittaker Jr","made",350,950,405,896
"3 punti sbagliato","","Olivier Hanlan","missed",362,962,1200,840
"2 punti sbagliato","","Stanley Whittaker Jr","missed",372,972,660,112
"2 punti segnato","","Breein Tyree","made",387,987,975,224
"3 punti sbagliato","","Breein Tyree","missed",419,1019,435,868
"2 punti segnato","Matteo Librizzi","Olivier Hanlan","made",434,1034,855,336
"3 punti sbagliato","","Filip Kruslin","missed",458,1058,585,896
"2 punti segnato","","Stephane Gombauld","made",458,1058,585,896
"3 punti segnato","Olivier Hanlan","Andriu Tomas Woldetensae","made",474,1074,1230,812
"2 punti sbagliato","","Stephane Gombauld","missed",496,1096,915,252
"3 punti sbagliato","","Breein Tyree","missed",500,1100,1275,728
"3 punti segnato","Olivier Hanlan","Willie Cauley-Stein","made",510,1110,930,868
"2 punti segnato","Stanley Whittaker Jr","Vasilis Charalampopoulos","made",533,1133,840,168
"2 punti segnato","","Stanley Whittaker Jr","made",547,1147,660,140
"2 punti segnato","Alessandro Cappelletti","Vasilis Charalampopoulos","made",569,1169,615,252
"2 punti sbagliato","","Breein Tyree","missed",594,1194,555,476
"3 punti sbagliato","","Stefano Gentile","missed",599,1199,1305,700
"2 punti sbagliato","","Willie Cauley-Stein","missed",13,1213,750,168
"2 punti sbagliato","","Breein Tyree","missed",29,1229,1080,476
"3 punti segnato","Willie Cauley-Stein","Olivier Hanlan","made",44,1244,945,896
"3 punti segnato","Filip Kruslin","Stanley Whittaker Jr","made",71,1271,1245,756
"3 punti segnato","","Olivier Hanlan","made",93,1293,435,868
"3 punti segnato","","Davide Moretti","made",146,1346,1125,896
"2 punti sbagliato","","Sean Mcdermott","missed",183,1383,705,308
"2 punti sbagliato","","Alfonzo Mckinnie","missed",193,1393,1095,308
"3 punti sbagliato","","Sean Mcdermott","missed",203,1403,1410,476
"2 punti segnato","","Sean Mcdermott","made",208,1408,930,224
"3 punti sbagliato","","Breein Tyree","missed",232,1432,225,812
"3 punti segnato","Willie Cauley-Stein","Gabe Brown","made",245,1445,825,952
"2 punti segnato","Sean Mcdermott","Willie Cauley-Stein","made",278,1478,825,140
"2 punti segnato","Stanley Whittaker Jr","Stephane Gombauld","made",293,1493,615,280
"2 punti segnato","","Stanley Whittaker Jr","made",300,1500,645,336
"3 punti sbagliato","","Davide Moretti","missed",312,1512,750,924
"2 punti segnato","","Alessandro Cappelletti","made",329,1529,540,504
"2 punti segnato","","Stanley Whittaker Jr","made",367,1567,390,420
"2 punti sbagliato","","Olivier Hanlan","missed",393,1593,360,392
"2 punti segnato","Alessandro Cappelletti","Vasilis Charalampopoulos","made",413,1613,810,280
"2 punti sbagliato","","Olivier Hanlan","missed",430,1630,780,476
"2 punti sbagliato","","Vasilis Charalampopoulos","missed",446,1646,600,308
"2 punti sbagliato","","Olivier Hanlan","missed",453,1653,660,112
"2 punti sbagliato","","Alessandro Cappelletti","missed",463,1663,765,448
"3 punti sbagliato","","Kaspar Treier","missed",507,1707,1410,672
"3 punti sbagliato","","Sean Mcdermott","missed",529,1729,225,784
"3 punti sbagliato","","Stefano Gentile","missed",544,1744,1110,784
"3 punti sbagliato","","Olivier Hanlan","missed",561,1761,195,728
"2 punti segnato","","Alessandro Cappelletti","made",593,1793,750,308
"3 punti sbagliato","","Olivier Hanlan","missed",600,1800,660,952
"2 punti segnato","","Stefano Gentile","made",40,1840,900,364
"3 punti segnato","Filip Kruslin","Vasilis Charalampopoulos","made",68,1868,285,700
"3 punti sbagliato","","Kaspar Treier","missed",101,1901,1260,784
"3 punti sbagliato","","Stefano Gentile","missed",108,1908,1410,700
"3 punti sbagliato","","Matteo Librizzi","missed",117,1917,75,448
"2 punti sbagliato","","Vasilis Charalampopoulos","missed",140,1940,1140,588
"3 punti sbagliato","","Gabe Brown","missed",150,1950,1245,812
"2 punti segnato","Willie Cauley-Stein","Sean Mcdermott","made",155,1955,930,168
"2 punti segnato","","Alessandro Cappelletti","made",165,1965,1050,420
"2 punti sbagliato","","Davide Moretti","missed",180,1980,780,392
"3 punti sbagliato","","Filip Kruslin","missed",196,1996,240,700
"2 punti sbagliato","","Alessandro Cappelletti","missed",223,2023,690,504
"3 punti segnato","Davide Moretti","Gabe Brown","made",235,2035,135,588
"2 punti sbagliato","","Olivier Hanlan","missed",274,2074,990,504
"2 punti sbagliato","","Stanley Whittaker Jr","missed",290,2090,855,280
"2 punti segnato","","Stephane Gombauld","made",290,2090,855,280
"3 punti segnato","Olivier Hanlan","Vinnie Shahid","made",308,2108,1350,588
"2 punti sbagliato","","Stefano Gentile","missed",327,2127,705,448
"2 punti segnato","","Breein Tyree","made",348,2148,585,280
"2 punti sbagliato","","Sean Mcdermott","missed",361,2161,825,420
"3 punti sbagliato","","Gabe Brown","missed",365,2165,75,504
"3 punti sbagliato","","Breein Tyree","missed",381,2181,180,784
"3 punti segnato","Olivier Hanlan","Davide Moretti","made",426,2226,1170,784
"2 punti sbagliato","","Breein Tyree","missed",439,2239,435,504
"2 punti sbagliato","","Olivier Hanlan","missed",463,2263,915,336
"3 punti sbagliato","","Alfonzo Mckinnie","missed",471,2271,120,644
"2 punti segnato","Davide Moretti","Sean Mcdermott","made",480,2280,825,308
"2 punti sbagliato","","Alfonzo Mckinnie","missed",497,2297,915,420
"3 punti segnato","Davide Moretti","Sean Mcdermott","made",518,2318,45,224
"2 punti sbagliato","","Breein Tyree","missed",530,2330,870,336
"3 punti sbagliato","","Filip Kruslin","missed",557,2357,105,448
"2 punti segnato","","Vasilis Charalampopoulos","made",562,2362,870,196
"2 punti sbagliato","","Vinnie Shahid","missed",583,2383,1065,336
"3 punti segnato","Stanley Whittaker Jr","Alfonzo Mckinnie","made",593,2393,1455,140
"2 punti sbagliato","","Alessandro Pajola","missed",24,24,525,364
"2 punti sbagliato","","Devontae Cacok","missed",29,29,810,336
"2 punti segnato","Davide Denegri","Andrea Pecchia","made",38,38,840,168
"2 punti segnato","","Nathan Adrian","made",94,94,795,504
"2 punti sbagliato","","Alessandro Pajola","missed",114,114,915,252
"2 punti sbagliato","","Isaia Cordinier","missed",121,121,600,224
"3 punti sbagliato","","Simone Zanotti","missed",138,138,1065,868
"2 punti segnato","Tornike Shengelia","Ognjen Dobric","made",154,154,720,196
"2 punti segnato","","Tornike Shengelia","made",175,175,840,168
"3 punti sbagliato","","Wayne Mccullough","missed",195,195,495,840
"2 punti segnato","","Simone Zanotti","made",200,200,840,168
"2 punti segnato","Ognjen Dobric","Devontae Cacok","made",220,220,855,196
"3 punti segnato","Simone Zanotti","Davide Denegri","made",238,238,525,868
"2 punti segnato","Isaia Cordinier","Ognjen Dobric","made",245,245,840,196
"3 punti sbagliato","","Alessandro Pajola","missed",285,285,1470,252
"3 punti sbagliato","","Nathan Adrian","missed",306,306,1215,784
"2 punti segnato","","Grant Golden","made",329,329,810,168
"3 punti sbagliato","","Isaia Cordinier","missed",342,342,270,756
"3 punti segnato","Davide Denegri","Marcus Zegarowski","made",362,362,1065,812
"2 punti segnato","Marcus Zegarowski","Grant Golden","made",395,395,915,140
"3 punti segnato","Jordan Mickey","Ognjen Dobric","made",412,412,1440,364
"2 punti segnato","Trevor Lacey","Nathan Adrian","made",436,436,810,168
"3 punti sbagliato","","Jordan Mickey","missed",453,453,1005,896
"3 punti sbagliato","","Davide Denegri","missed",477,477,705,868
"2 punti segnato","Jaleen Smith","Tornike Shengelia","made",488,488,675,224
"2 punti segnato","","Trevor Lacey","made",511,511,525,280
"2 punti segnato","","Jaleen Smith","made",522,522,960,672
"2 punti sbagliato","","Trevor Lacey","missed",544,544,870,280
"2 punti segnato","","Jordan Mickey","made",556,556,705,308
"2 punti segnato","Ognjen Dobric","Tornike Shengelia","made",578,578,840,224
"2 punti segnato","","Marcus Zegarowski","made",10,610,855,168
"2 punti segnato","","Isaia Cordinier","made",31,631,690,168
"3 punti sbagliato","","Trevor Lacey","missed",53,653,405,840
"2 punti segnato","Jaleen Smith","Abass Awudu Abass","made",95,695,735,140
"3 punti sbagliato","","Trevor Lacey","missed",115,715,1095,812
"3 punti sbagliato","","Abass Awudu Abass","missed",133,733,1455,280
"3 punti segnato","Trevor Lacey","","made",182,782,60,140
"2 punti segnato","","Jordan Mickey","made",203,803,750,588
"2 punti segnato","","Grant Golden","made",222,822,555,168
"3 punti sbagliato","","Marco Belinelli","missed",243,843,420,840
"2 punti segnato","Trevor Lacey","Grant Golden","made",250,850,840,168
"2 punti sbagliato","","Marco Belinelli","missed",272,872,420,336
"2 punti segnato","","Jordan Mickey","made",277,877,630,168
"2 punti sbagliato","","Paul Eboua","missed",301,901,750,140
"3 punti sbagliato","","Abass Awudu Abass","missed",303,903,1440,420
"2 punti segnato","Trevor Lacey","Grant Golden","made",320,920,840,168
"3 punti sbagliato","","Isaia Cordinier","missed",359,959,1455,420
"3 punti sbagliato","","Alessandro Pajola","missed",393,993,435,868
